customer_id,date,customer_gender,customer_age,customer_location,customer_type,has_cc,has_mortgage,convenience,customer_service,online_banking,interest_rates,fees_charges,community_involvement,products_services,privacy_security,reputation,satisfied
327228,2021-11-11,Female,34.0,Leinster,Business,True,False,3.0,2.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,True
285119,2021-04-25,Female,31.0,Leinster,Personal,True,True,2.0,4.0,4.0,2.0,2.0,5.0,3.0,5.0,2.0,False
30183,2022-07-26,Female,24.0,Leinster,Personal,True,False,2.0,3.0,1.0,2.0,2.0,1.0,1.0,4.0,2.0,False
215074,2022-12-13,Male,58.0,Leinster,Personal,True,True,4.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,2.0,False
56517,2022-10-19,Female,46.0,Munster,Personal,True,False,5.0,4.0,3.0,5.0,5.0,1.0,4.0,5.0,5.0,True
67036,2022-03-01,Female,48.0,Leinster,Personal,False,False,4.0,4.0,4.0,3.0,2.0,4.0,1.0,4.0,3.0,False
102296,2022-01-27,Female,64.0,Leinster,Business,True,False,3.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,True
146677,2021-08-08,Female,50.0,Ulster,Business,True,True,3.0,3.0,5.0,3.0,5.0,5.0,4.0,5.0,1.0,False
162602,2022-06-13,Female,51.0,Munster,Business,False,True,1.0,1.0,4.0,4.0,4.0,4.0,5.0,4.0,1.0,False
202438,2021-10-21,Female,47.0,Ulster,Business,True,False,5.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,3.0,True
345479,2022-04-18,Unspecified,46.0,Connacht,Personal,True,True,3.0,3.0,3.0,2.0,1.0,4.0,4.0,4.0,1.0,False
316073,2021-11-20,Male,69.0,Connacht,Business,False,False,3.0,3.0,5.0,4.0,5.0,5.0,1.0,5.0,2.0,True
319448,2021-06-14,Female,40.0,Munster,Personal,True,False,3.0,3.0,3.0,1.0,4.0,4.0,4.0,4.0,1.0,False
83510,2021-11-21,Female,32.0,Leinster,Business,True,False,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,True
173485,2021-11-08,Male,31.0,Leinster,Business,True,False,2.0,2.0,1.0,4.0,4.0,5.0,1.0,2.0,4.0,True
206149,2022-10-03,Female,73.0,Connacht,Business,True,False,3.0,3.0,3.0,2.0,5.0,5.0,4.0,4.0,5.0,False
352838,2021-06-11,Female,30.0,Leinster,Personal,True,False,5.0,5.0,5.0,5.0,5.0,3.0,1.0,4.0,5.0,True
250988,2022-11-15,Unspecified,22.0,Leinster,Business-Plus,True,False,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,1.0,False
289121,2022-08-21,Male,54.0,Leinster,Business,True,False,3.0,5.0,5.0,2.0,5.0,3.0,5.0,5.0,3.0,True
15473,2022-03-01,Female,42.0,Leinster,Business,True,False,3.0,4.0,5.0,4.0,3.0,5.0,5.0,5.0,3.0,True
71543,2021-08-12,Male,27.0,Munster,Personal,False,True,1.0,1.0,1.0,3.0,4.0,4.0,4.0,5.0,4.0,False
48641,2022-05-05,Male,60.0,Leinster,Business,True,False,3.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,False
108626,2021-03-27,Unspecified,64.0,Leinster,Business,True,False,1.0,1.0,5.0,3.0,3.0,3.0,3.0,3.0,4.0,True
95783,2021-08-15,Male,24.0,Munster,Business-Plus,True,True,4.0,1.0,4.0,2.0,1.0,4.0,5.0,1.0,3.0,False
128269,2021-05-09,Male,43.0,Munster,Personal,True,False,2.0,3.0,2.0,5.0,5.0,3.0,3.0,2.0,5.0,False
271233,2021-05-27,Female,76.0,Munster,Personal,False,True,2.0,2.0,1.0,4.0,2.0,3.0,1.0,1.0,2.0,False
178722,2021-10-18,Female,32.0,Ulster,Business,True,False,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,True
246205,2021-04-26,Female,51.0,Leinster,Business,True,False,3.0,5.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,True
302448,2021-09-17,Unspecified,59.0,Leinster,Personal,False,True,1.0,1.0,1.0,2.0,4.0,3.0,3.0,5.0,4.0,False
370168,2022-10-01,Male,23.0,Leinster,Business,True,False,2.0,2.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,True
178555,2022-03-10,Female,61.0,Leinster,Business-Plus,False,False,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,False
92982,2021-10-25,Female,63.0,Munster,Business,True,False,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,True
341987,2021-11-20,Female,26.0,Connacht,Personal,True,True,2.0,2.0,2.0,3.0,4.0,3.0,2.0,4.0,4.0,False
335146,2022-07-05,Female,52.0,Leinster,Business,True,False,1.0,1.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,True
360126,2022-09-30,Female,34.0,Connacht,Personal,True,True,3.0,1.0,1.0,2.0,3.0,5.0,3.0,2.0,3.0,False
18151,2021-03-22,Female,41.0,Leinster,Business,True,False,1.0,3.0,4.0,5.0,1.0,1.0,5.0,4.0,2.0,True
387645,2022-04-18,Male,40.0,Munster,Business,True,False,2.0,1.0,1.0,1.0,3.0,4.0,4.0,4.0,3.0,False
233258,2021-05-20,Male,23.0,Leinster,Personal,True,True,1.0,1.0,3.0,2.0,3.0,3.0,5.0,4.0,3.0,False
332789,2022-01-18,Male,59.0,Leinster,Personal,True,True,3.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,False
17399,2022-09-24,Female,68.0,Connacht,Personal,False,True,3.0,3.0,3.0,2.0,2.0,3.0,1.0,4.0,2.0,False
315607,2021-10-14,Female,63.0,Munster,Personal,True,True,2.0,4.0,4.0,2.0,3.0,4.0,4.0,2.0,3.0,False
327654,2022-11-09,Unspecified,42.0,Ulster,Business,True,False,3.0,2.0,2.0,4.0,1.0,2.0,3.0,1.0,2.0,False
218931,2022-06-02,Male,24.0,Leinster,Personal,True,False,2.0,4.0,4.0,2.0,2.0,3.0,3.0,4.0,2.0,True
305914,2022-11-24,Male,34.0,Leinster,Personal,True,False,2.0,2.0,3.0,1.0,2.0,3.0,3.0,4.0,2.0,False
6246,2021-07-07,Female,28.0,Ulster,Personal,True,False,2.0,2.0,2.0,5.0,5.0,4.0,5.0,2.0,5.0,False
141616,2021-03-19,Female,55.0,Connacht,Personal,True,True,1.0,1.0,1.0,2.0,3.0,1.0,3.0,3.0,3.0,False
294421,2022-10-21,Male,33.0,Leinster,Personal,True,True,2.0,1.0,2.0,1.0,2.0,5.0,4.0,3.0,2.0,False
387923,2022-05-21,Male,63.0,Munster,Business,False,False,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,True
26648,2021-08-29,Male,49.0,Ulster,Business,True,False,4.0,4.0,5.0,4.0,5.0,5.0,5.0,2.0,2.0,True
112045,2021-03-30,Female,58.0,Munster,Personal,True,True,3.0,3.0,3.0,3.0,4.0,4.0,3.0,5.0,5.0,False
110747,2021-12-07,Female,44.0,Connacht,Personal,True,True,2.0,1.0,2.0,4.0,5.0,3.0,2.0,4.0,5.0,False
375083,2022-12-22,Unspecified,44.0,Munster,Personal,True,True,3.0,3.0,3.0,1.0,2.0,5.0,3.0,5.0,2.0,False
222296,2022-07-29,Unspecified,51.0,Connacht,Business,True,False,2.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,True
25844,2022-11-09,Male,54.0,Leinster,Business,True,False,3.0,5.0,2.0,2.0,3.0,3.0,3.0,1.0,4.0,False
58485,2022-05-26,Unspecified,52.0,Connacht,Business,True,False,4.0,3.0,2.0,2.0,4.0,4.0,3.0,4.0,3.0,False
150989,2021-02-02,Female,63.0,Leinster,Business,False,False,1.0,4.0,5.0,4.0,1.0,3.0,5.0,5.0,5.0,True
159235,2021-10-21,Male,42.0,Leinster,Business,True,False,2.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,False
112582,2022-09-08,Female,34.0,Munster,Business,True,False,5.0,3.0,3.0,4.0,3.0,3.0,1.0,5.0,3.0,True
379905,2021-04-13,Female,44.0,Leinster,Business-Plus,True,False,4.0,5.0,4.0,4.0,4.0,2.0,4.0,1.0,4.0,True
68902,2021-09-26,Female,59.0,Munster,Personal,True,False,1.0,4.0,5.0,4.0,1.0,5.0,2.0,5.0,5.0,True
148335,2021-05-25,Female,60.0,Leinster,Business,True,False,1.0,2.0,5.0,4.0,2.0,2.0,2.0,2.0,5.0,True
70172,2022-04-23,Male,78.0,Leinster,Business,True,False,4.0,4.0,4.0,4.0,5.0,2.0,5.0,5.0,4.0,True
229192,2021-08-02,Female,23.0,Munster,Personal,True,False,2.0,3.0,2.0,3.0,2.0,4.0,1.0,3.0,3.0,False
60332,2022-02-27,Female,50.0,Leinster,Business,True,False,3.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,False
266063,2022-04-16,Male,31.0,Ulster,Personal,True,True,2.0,2.0,2.0,1.0,5.0,4.0,5.0,5.0,5.0,False
184235,2021-01-07,Male,57.0,Leinster,Business,True,False,4.0,4.0,4.0,3.0,5.0,5.0,2.0,5.0,4.0,True
376459,2022-03-01,Female,60.0,Leinster,Business,True,False,3.0,4.0,2.0,3.0,2.0,2.0,4.0,4.0,4.0,True
329777,2021-12-09,Unspecified,36.0,Leinster,Business,True,False,2.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,True
293005,2021-03-30,Male,63.0,Connacht,Personal,False,False,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,False
373944,2022-10-03,Female,56.0,Munster,Personal,False,True,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,False
377266,2022-03-01,Female,44.0,Leinster,Personal,False,False,1.0,1.0,1.0,2.0,2.0,4.0,3.0,2.0,2.0,False
99473,2021-02-24,Male,48.0,Ulster,Business,True,False,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,True
128626,2022-06-11,Male,55.0,Leinster,Business,True,False,4.0,3.0,4.0,2.0,5.0,5.0,5.0,5.0,3.0,True
120103,2022-07-24,Male,56.0,Leinster,Personal,True,True,3.0,2.0,3.0,4.0,5.0,2.0,2.0,1.0,5.0,False
98239,2022-11-11,Unspecified,28.0,Ulster,Personal,True,False,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,False
107228,2021-10-26,Female,67.0,Leinster,Business,True,False,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True
210294,2022-05-21,Male,33.0,Leinster,Personal,True,False,3.0,3.0,3.0,2.0,4.0,2.0,3.0,2.0,3.0,False
214514,2022-07-21,Male,53.0,Munster,Business,True,False,1.0,1.0,5.0,4.0,3.0,3.0,3.0,3.0,4.0,True
369046,2022-12-02,Female,37.0,Connacht,Personal,True,True,4.0,4.0,1.0,2.0,2.0,3.0,5.0,4.0,1.0,False
158969,2022-05-27,Male,69.0,Leinster,Personal,True,False,2.0,2.0,1.0,5.0,4.0,4.0,4.0,4.0,5.0,True
188638,2022-05-27,Male,47.0,Leinster,Business,True,False,2.0,1.0,2.0,4.0,3.0,3.0,4.0,5.0,2.0,False
181987,2021-07-07,Female,56.0,Ulster,Personal,True,False,4.0,1.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0,False
106496,2021-11-10,Male,45.0,Connacht,Business,True,False,3.0,3.0,3.0,5.0,5.0,3.0,5.0,4.0,1.0,False
177476,2022-12-22,Female,32.0,Leinster,Personal,True,True,1.0,1.0,1.0,1.0,2.0,3.0,2.0,4.0,2.0,False
358788,2021-05-25,Male,48.0,Munster,Business,False,False,3.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,False
287994,2021-07-28,Male,36.0,Munster,Personal,True,True,2.0,2.0,2.0,2.0,4.0,4.0,2.0,5.0,3.0,False
199820,2022-05-28,Female,51.0,Connacht,Business,False,True,2.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,3.0,False
12481,2021-10-09,Male,47.0,Leinster,Business,True,False,3.0,2.0,5.0,5.0,4.0,3.0,4.0,2.0,4.0,True
338435,2021-12-04,Unspecified,44.0,Leinster,Business,True,False,4.0,4.0,4.0,5.0,2.0,4.0,3.0,3.0,2.0,False
26651,2021-04-03,Female,52.0,Leinster,Business,True,False,2.0,1.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,True
297348,2021-05-21,Male,25.0,Connacht,Business-Plus,True,True,1.0,1.0,1.0,4.0,2.0,1.0,4.0,4.0,5.0,False
153528,2022-03-04,Male,30.0,Ulster,Personal,True,True,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,False
235869,2022-08-24,Female,36.0,Munster,Business,True,False,3.0,4.0,3.0,4.0,4.0,4.0,2.0,3.0,2.0,False
293168,2021-04-21,Male,57.0,Connacht,Business,True,False,1.0,1.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,True
82111,2022-01-15,Male,60.0,Leinster,Personal,True,False,4.0,4.0,4.0,3.0,4.0,1.0,1.0,1.0,4.0,True
58157,2021-11-25,Female,75.0,Munster,Personal,False,True,4.0,3.0,3.0,4.0,1.0,4.0,5.0,2.0,1.0,False
199626,2022-03-23,Male,61.0,Connacht,Personal,True,False,2.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,False
148931,2022-07-09,Male,56.0,Leinster,Business,True,False,1.0,3.0,5.0,4.0,2.0,4.0,4.0,4.0,4.0,True
22826,2021-09-26,Male,59.0,Ulster,Business-Plus,True,False,2.0,1.0,3.0,3.0,4.0,5.0,5.0,5.0,3.0,True
285996,2022-04-10,Female,36.0,Leinster,Business,True,False,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,False
173706,2022-05-04,Female,70.0,Connacht,Business,True,False,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,False
224871,2022-07-06,Female,27.0,Leinster,Personal,True,False,3.0,3.0,3.0,5.0,5.0,3.0,1.0,1.0,5.0,False
123787,2021-04-16,Male,23.0,Connacht,Personal,True,True,2.0,2.0,2.0,4.0,5.0,5.0,4.0,4.0,1.0,False
38640,2021-06-14,Male,58.0,Connacht,Personal,False,True,4.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,2.0,True
262809,2021-12-21,Female,56.0,Leinster,Personal,True,False,5.0,4.0,5.0,4.0,5.0,2.0,5.0,1.0,4.0,True
318827,2021-04-19,Male,40.0,Leinster,Personal,True,True,5.0,5.0,5.0,4.0,3.0,3.0,3.0,4.0,5.0,True
22749,2022-12-20,Female,50.0,Munster,Personal,True,True,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,False
36801,2021-11-07,Female,44.0,Munster,Personal,True,False,3.0,3.0,3.0,1.0,1.0,1.0,3.0,4.0,1.0,False
78805,2021-06-27,Female,35.0,Leinster,Business,True,False,3.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,True
32253,2022-03-27,Male,45.0,Ulster,Business,True,False,2.0,1.0,5.0,5.0,4.0,1.0,4.0,4.0,5.0,True
95045,2021-07-09,Female,60.0,Leinster,Personal,True,False,3.0,4.0,5.0,4.0,2.0,2.0,2.0,2.0,5.0,True
63600,2021-09-05,Male,18.0,Leinster,Business,True,False,5.0,5.0,4.0,2.0,2.0,4.0,1.0,5.0,3.0,True
183297,2022-03-31,Male,51.0,Connacht,Business,True,False,2.0,4.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,False
56156,2022-11-17,Female,78.0,Leinster,Personal,False,True,3.0,4.0,1.0,1.0,2.0,4.0,2.0,5.0,2.0,False
152400,2021-09-21,Male,75.0,Leinster,Personal,True,True,2.0,2.0,3.0,3.0,1.0,4.0,5.0,4.0,1.0,False
122424,2021-02-27,Female,32.0,Leinster,Business,True,False,5.0,5.0,5.0,1.0,1.0,3.0,5.0,4.0,1.0,True
128750,2021-05-01,Female,32.0,Ulster,Personal,True,True,4.0,4.0,4.0,2.0,3.0,4.0,3.0,1.0,3.0,False
252263,2021-01-19,Unspecified,60.0,Leinster,Personal,True,False,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,False
303873,2021-04-30,Male,46.0,Ulster,Personal,True,False,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,False
142478,2022-02-14,Female,62.0,Ulster,Personal,True,True,2.0,2.0,4.0,2.0,2.0,3.0,5.0,4.0,3.0,False
284691,2022-09-19,Female,31.0,Munster,Business,True,False,1.0,1.0,1.0,4.0,1.0,3.0,2.0,2.0,4.0,True
193952,2021-11-21,Female,41.0,Connacht,Business-Plus,False,False,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,False
19674,2022-11-08,Female,32.0,Leinster,Personal,True,False,3.0,1.0,1.0,4.0,4.0,2.0,3.0,4.0,4.0,False
290036,2022-06-18,Female,34.0,Munster,Business,True,False,2.0,2.0,2.0,4.0,3.0,3.0,5.0,5.0,3.0,False
363424,2022-02-03,Male,55.0,Leinster,Business,True,False,2.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,1.0,True
77595,2022-03-13,Female,32.0,Leinster,Business,True,False,5.0,3.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,True
205318,2021-07-05,Male,50.0,Leinster,Business,True,False,2.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,1.0,True
280949,2021-03-12,Female,31.0,Munster,Personal,True,False,1.0,3.0,4.0,3.0,1.0,1.0,3.0,3.0,1.0,False
219128,2021-04-21,Female,28.0,Connacht,Personal,False,True,2.0,2.0,2.0,1.0,2.0,4.0,1.0,5.0,2.0,False
175590,2021-07-29,Female,57.0,Munster,Personal,True,True,4.0,3.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,True
60001,2022-05-09,Female,30.0,Leinster,Business,True,False,4.0,4.0,3.0,5.0,2.0,1.0,5.0,4.0,5.0,True
322418,2022-06-05,Female,54.0,Munster,Personal,True,True,4.0,4.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,False
103509,2021-07-27,Female,37.0,Leinster,Business,True,False,5.0,5.0,2.0,2.0,3.0,5.0,2.0,2.0,2.0,True
300356,2022-02-16,Female,37.0,Leinster,Business,True,False,2.0,4.0,4.0,5.0,5.0,1.0,2.0,3.0,5.0,False
284289,2022-05-17,Male,43.0,Munster,Business,True,False,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,False
119178,2021-10-27,Male,76.0,Leinster,Business,True,False,5.0,1.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,True
206537,2022-07-11,Male,58.0,Ulster,Personal,True,False,2.0,2.0,4.0,5.0,3.0,4.0,3.0,4.0,3.0,True
322773,2021-07-11,Female,57.0,Ulster,Personal,True,False,1.0,4.0,5.0,5.0,3.0,1.0,5.0,5.0,5.0,True
36545,2022-10-27,Female,37.0,Munster,Personal,True,True,3.0,3.0,2.0,3.0,4.0,2.0,3.0,2.0,4.0,True
146918,2021-12-02,Male,54.0,Leinster,Business,True,False,4.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,True
3792,2022-07-08,Unspecified,32.0,Leinster,Business,True,False,1.0,3.0,3.0,4.0,4.0,3.0,4.0,5.0,4.0,False
317894,2021-12-06,Female,44.0,Leinster,Business,True,False,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,True
249108,2021-10-11,Male,23.0,Munster,Personal,True,True,1.0,1.0,1.0,3.0,3.0,2.0,4.0,4.0,3.0,False
294082,2022-08-06,Male,29.0,Munster,Personal,True,False,3.0,2.0,3.0,4.0,3.0,5.0,5.0,4.0,3.0,True
260934,2022-10-19,Male,62.0,Munster,Business,True,False,3.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,True
251419,2022-06-11,Male,60.0,Munster,Business,True,False,3.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,True
57751,2022-10-04,Female,47.0,Ulster,Business,False,False,2.0,4.0,2.0,5.0,5.0,3.0,5.0,5.0,3.0,False
7337,2021-11-30,Female,46.0,Leinster,Business,False,True,3.0,3.0,4.0,1.0,2.0,2.0,1.0,2.0,5.0,False
202280,2021-10-27,Female,34.0,Leinster,Business,False,True,2.0,4.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,False
7623,2021-04-29,Female,21.0,Munster,Personal,True,True,1.0,1.0,4.0,3.0,2.0,4.0,1.0,3.0,2.0,False
365234,2022-08-01,Female,79.0,Leinster,Business,True,False,2.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,False
256565,2021-04-28,Male,27.0,Connacht,Personal,True,False,3.0,3.0,3.0,4.0,3.0,5.0,2.0,4.0,1.0,False
321765,2021-08-17,Male,37.0,Munster,Business,True,False,4.0,2.0,4.0,4.0,2.0,5.0,3.0,1.0,2.0,False
67722,2021-03-25,Male,73.0,Connacht,Business-Plus,True,True,3.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,4.0,False
388050,2021-03-17,Female,60.0,Leinster,Personal,True,True,2.0,3.0,1.0,2.0,3.0,2.0,3.0,4.0,3.0,False
143575,2022-04-02,Unspecified,57.0,Leinster,Personal,False,True,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,5.0,False
156008,2022-11-24,Male,19.0,Leinster,Personal,True,True,2.0,2.0,2.0,3.0,1.0,4.0,4.0,4.0,1.0,False
15863,2021-07-06,Male,39.0,Leinster,Business,True,False,2.0,3.0,1.0,5.0,5.0,4.0,5.0,5.0,2.0,True
85471,2021-07-04,Male,60.0,Leinster,Business,True,False,2.0,2.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,True
3923,2022-07-20,Male,40.0,Leinster,Business,True,True,2.0,3.0,3.0,4.0,5.0,4.0,2.0,5.0,5.0,False
385437,2022-09-17,Male,60.0,Leinster,Personal,True,True,3.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,False
44472,2021-12-07,Female,77.0,Munster,Personal,True,False,3.0,1.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,False
313281,2021-12-07,Male,66.0,Connacht,Business,False,False,1.0,1.0,5.0,5.0,4.0,2.0,4.0,4.0,3.0,True
301942,2022-08-18,Male,55.0,Ulster,Personal,False,False,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,False
364430,2021-03-09,Unspecified,44.0,Ulster,Personal,True,False,4.0,1.0,4.0,1.0,4.0,2.0,4.0,3.0,4.0,True
94786,2022-07-24,Male,58.0,Leinster,Business,False,False,3.0,1.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,False
209400,2021-09-25,Male,53.0,Leinster,Personal,True,False,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,False
139852,2021-05-08,Male,39.0,Munster,Business,True,True,1.0,1.0,1.0,3.0,4.0,3.0,3.0,3.0,4.0,False
116191,2022-07-24,Male,66.0,Munster,Business,True,False,5.0,5.0,1.0,4.0,4.0,4.0,4.0,3.0,5.0,True
