customer_id,date,customer_gender,customer_age,customer_location,customer_type,has_cc,has_mortgage,convenience,customer_service,online_banking,interest_rates,fees_charges,community_involvement,products_services,privacy_security,reputation,satisfied,comments
38118,2021-09-06,Female,31.0,Leinster,Business,True,False,1.0,1.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,True,Mobile app is really good
340384,2022-04-17,Male,52.0,Connacht,Business,True,False,3.0,3.0,3.0,2.0,2.0,3.0,4.0,5.0,3.0,False,Stop increasing your mortagage rates! ; Really poor overall; Think ye ' ll switch bank soon
166320,2021-04-05,Female,45.0,Leinster,Personal,True,True,1.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,False,banking fees are too high. i had such a negative experience that i would not suggest this service to anyone:
174005,2021-12-11,Male,53.0,Connacht,Business,True,False,2.0,2.0,5.0,3.0,4.0,4.0,4.0,4.0,1.0,True,
369049,2022-12-02,Female,51.0,Leinster,Business,True,True,2.0,2.0,2.0,1.0,2.0,4.0,3.0,1.0,2.0,False,
368309,2021-08-09,Male,39.0,Leinster,Business-Plus,True,False,4.0,4.0,2.0,4.0,4.0,1.0,2.0,3.0,4.0,True,The range of mortgage products offered by this bank is impressive
279320,2021-11-27,Male,75.0,Munster,Personal,False,True,3.0,2.0,4.0,4.0,1.0,1.0,4.0,1.0,3.0,True,
84570,2022-12-17,Male,61.0,Leinster,Business,True,False,3.0,3.0,4.0,5.0,4.0,4.0,2.0,2.0,4.0,True,The savings rates provided by this bank are impressive and  in general
175178,2021-02-01,Male,44.0,Munster,Business,False,False,2.0,2.0,4.0,4.0,4.0,1.0,4.0,4.0,2.0,True,The bank's mobile app is really fantastic. You're doing ok
327228,2021-11-11,Female,34.0,Leinster,Business,True,False,3.0,2.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,True,Data privacy is taken seriously. I guess everything is ok overall.
285119,2021-04-25,Female,31.0,Leinster,Personal,True,True,2.0,4.0,4.0,2.0,2.0,5.0,3.0,5.0,2.0,False,Lack of services for my special needs. Savings rates from you are soo low...
30183,2022-07-26,Female,24.0,Leinster,Personal,True,False,2.0,3.0,1.0,2.0,2.0,1.0,1.0,4.0,2.0,False,Cars-[[Servise provided to your customers is consistently disappointing; Disappointed with the service provided by thhis bank
215074,2022-12-13,Male,58.0,Leinster,Personal,True,True,4.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,2.0,False,I was disappointed with the service
56517,2022-10-19,Female,46.0,Munster,Personal,True,False,5.0,4.0,3.0,5.0,5.0,1.0,4.0,5.0,5.0,True,The fees charged by this bank are reasonable. The banking services have been great  and Im very content
67036,2022-03-01,Female,48.0,Leinster,Personal,False,False,4.0,4.0,4.0,3.0,2.0,4.0,1.0,4.0,3.0,False,The banke needs tto work to earn customers trust regarding data privacy. ..
102296,2022-01-27,Female,64.0,Leinster,Business,True,False,3.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,True,
146677,2021-08-08,Female,50.0,Ulster,Business,True,True,3.0,3.0,5.0,3.0,5.0,5.0,4.0,5.0,1.0,False,Poor savings interest rates. Just unacceptable really.
162602,2022-06-13,Female,51.0,Munster,Business,False,True,1.0,1.0,4.0,4.0,4.0,4.0,5.0,4.0,1.0,False,Limited services are available foe myy specific needs. Must try harder.
202438,2021-10-21,Female,47.0,Ulster,Business,True,False,5.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,3.0,True,Bank does great charity work in the locality. them banking serves and support have been outstanding  and Im thoroughly pleasent
345479,2022-04-18,Unspecified,46.0,Connacht,Personal,True,True,3.0,3.0,3.0,2.0,1.0,4.0,4.0,4.0,1.0,False,Not happy. Would not recommend to a friend
316073,2021-11-20,Male,69.0,Connacht,Business,False,False,3.0,3.0,5.0,4.0,5.0,5.0,1.0,5.0,2.0,True,This bank goes above and beyond in supporting community initiatives | The mobile app is well-designed and secure.
319448,2021-06-14,Female,40.0,Munster,Personal,True,False,3.0,3.0,3.0,1.0,4.0,4.0,4.0,4.0,1.0,False,No comment
83510,2021-11-21,Female,32.0,Leinster,Business,True,False,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,True,good website for this bank  the bank has a large number of branches
173485,2021-11-08,Male,31.0,Leinster,Business,True,False,2.0,2.0,1.0,4.0,4.0,5.0,1.0,2.0,4.0,True,No comment
206149,2022-10-03,Female,73.0,Connacht,Business,True,False,3.0,3.0,3.0,2.0,5.0,5.0,4.0,4.0,5.0,False,The savings rates from you are soo low * Really not happy with you!
352838,2021-06-11,Female,30.0,Leinster,Personal,True,False,5.0,5.0,5.0,5.0,5.0,3.0,1.0,4.0,5.0,True,very happy with my bank...
250988,2022-11-15,Unspecified,22.0,Leinster,Business-Plus,True,False,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,1.0,False,The ATM network for this bank is very limited. Really not happy with this bank!!.
289121,2022-08-21,Male,54.0,Leinster,Business,True,False,3.0,5.0,5.0,2.0,5.0,3.0,5.0,5.0,3.0,True,I suppose everything is good overall
15473,2022-03-01,Female,42.0,Leinster,Business,True,False,3.0,4.0,5.0,4.0,3.0,5.0,5.0,5.0,3.0,True,Well designed mobile app which is easy to use even for people like me!!....
71543,2021-08-12,Male,27.0,Munster,Personal,False,True,1.0,1.0,1.0,3.0,4.0,4.0,4.0,5.0,4.0,False,The banks customer service is unsatisfactory. The locations of the bank are inconvenient. I expect a higher level of service than what was provided. This is unacceptable and needs to be addressed..
48641,2022-05-05,Male,60.0,Leinster,Business,True,False,3.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,False,I expected better service from this bank and have been disappointed.
108626,2021-03-27,Unspecified,64.0,Leinster,Business,True,False,1.0,1.0,5.0,3.0,3.0,3.0,3.0,3.0,4.0,True,The banks online platform is really impressive. Im satisfied with my bank....
95783,2021-08-15,Male,24.0,Munster,Business-Plus,True,True,4.0,1.0,4.0,2.0,1.0,4.0,5.0,1.0,3.0,False,Customer service from this bank is really bad. Just not acceptable..
128269,2021-05-09,Male,43.0,Munster,Personal,True,False,2.0,3.0,2.0,5.0,5.0,3.0,3.0,2.0,5.0,False,The environment should be a higher priority for your bank; I am not satisfied with the service I received and would not recommend it to anyone.
271233,2021-05-27,Female,76.0,Munster,Personal,False,True,2.0,2.0,1.0,4.0,2.0,3.0,1.0,1.0,2.0,False,Vere limited mortgage products
178722,2021-10-18,Female,32.0,Ulster,Business,True,False,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,True,The mobile app provided for the bank is reliable and securite
246205,2021-04-26,Female,51.0,Leinster,Business,True,False,3.0,5.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,True,Passable overall.
302448,2021-09-17,Unspecified,59.0,Leinster,Personal,False,True,1.0,1.0,1.0,2.0,4.0,3.0,3.0,5.0,4.0,False,You need to improve your online banking portal. The mobile app needs to be more secure. Your bank should work on creating a more customer-focused environment. Really not happy with this bank!.
370168,2022-10-01,Male,23.0,Leinster,Business,True,False,2.0,2.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,True,I prefer not to comment on this
178555,2022-03-10,Female,61.0,Leinster,Business-Plus,False,False,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,False,Cars-[[Servise provided to customers is lacking
92982,2021-10-25,Female,63.0,Munster,Business,True,False,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,True,Happy with your online security * The range of mortgage products offered by this bank is impressive * I'm quite content with my bank and the service it provides.
341987,2021-11-20,Female,26.0,Connacht,Personal,True,True,2.0,2.0,2.0,3.0,4.0,3.0,2.0,4.0,4.0,False,Seriously considerin switching to I rival bank. ..
335146,2022-07-05,Female,52.0,Leinster,Business,True,False,1.0,1.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,True,I find the banks services to be quite impressive. I feel good about banking with a compani that suports local initiatives. Overall  Im satisfied with the service you proivde.
360126,2022-09-30,Female,34.0,Connacht,Personal,True,True,3.0,1.0,1.0,2.0,3.0,5.0,3.0,2.0,3.0,False,You need to redesign your mobile app * Level of customerservice provided by your bank is not impressive * Really poor service from you!.
18151,2021-03-22,Female,41.0,Leinster,Business,True,False,1.0,3.0,4.0,5.0,1.0,1.0,5.0,4.0,2.0,True,I ' m content enough with my banke
387645,2022-04-18,Male,40.0,Munster,Business,True,False,2.0,1.0,1.0,1.0,3.0,4.0,4.0,4.0,3.0,False,The customer service is not helpful. The level of customer service provided by this bank is not acceptable. Might close my account...
233258,2021-05-20,Male,23.0,Leinster,Personal,True,True,1.0,1.0,3.0,2.0,3.0,3.0,5.0,4.0,3.0,False,
332789,2022-01-18,Male,59.0,Leinster,Personal,True,True,3.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,False,Their savings rates are soo low  just not acceptable.
17399,2022-09-24,Female,68.0,Connacht,Personal,False,True,3.0,3.0,3.0,2.0,2.0,3.0,1.0,4.0,2.0,False,
315607,2021-10-14,Female,63.0,Munster,Personal,True,True,2.0,4.0,4.0,2.0,3.0,4.0,4.0,2.0,3.0,False,Your mortgage rates are higher than other banks
327654,2022-11-09,Unspecified,42.0,Ulster,Business,True,False,3.0,2.0,2.0,4.0,1.0,2.0,3.0,1.0,2.0,False,
218931,2022-06-02,Male,24.0,Leinster,Personal,True,False,2.0,4.0,4.0,2.0,2.0,3.0,3.0,4.0,2.0,True,Nothing to say
305914,2022-11-24,Male,34.0,Leinster,Personal,True,False,2.0,2.0,3.0,1.0,2.0,3.0,3.0,4.0,2.0,False,Bank needs to show more support for locals!!. My experience with this banks service has been so negative that I wouldnt suggest it to anyone.
6246,2021-07-07,Female,28.0,Ulster,Personal,True,False,2.0,2.0,2.0,5.0,5.0,4.0,5.0,2.0,5.0,False,the bank's mortgage rates are unreasonably high. need to do better in future.
141616,2021-03-19,Female,55.0,Connacht,Personal,True,True,1.0,1.0,1.0,2.0,3.0,1.0,3.0,3.0,3.0,False,Service provided to customers is lacking. Seriously considerin switching to a rival bank
294421,2022-10-21,Male,33.0,Leinster,Personal,True,True,2.0,1.0,2.0,1.0,2.0,5.0,4.0,3.0,2.0,False,The mortgage rates are too much of a burden. The banks customer service is frustrating. Im not happy with the service I received and wouldnt suggest it to anyone else
387923,2022-05-21,Male,63.0,Munster,Business,False,False,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,True,No comment
26648,2021-08-29,Male,49.0,Ulster,Business,True,False,4.0,4.0,5.0,4.0,5.0,5.0,5.0,2.0,2.0,True,The bank ' s website ara reall easy to navigate. Generally speaking  everything is fine.
112045,2021-03-30,Female,58.0,Munster,Personal,True,True,3.0,3.0,3.0,3.0,4.0,4.0,3.0,5.0,5.0,False,The customer service experience is disappointing. This is unacceptable!
110747,2021-12-07,Female,44.0,Connacht,Personal,True,True,2.0,1.0,2.0,4.0,5.0,3.0,2.0,4.0,5.0,False,thinking of closing my account...
375083,2022-12-22,Unspecified,44.0,Munster,Personal,True,True,3.0,3.0,3.0,1.0,2.0,5.0,3.0,5.0,2.0,False,Bank has very few services that meet my requirements. Really poor overall. Think i'll switch bank soon.
222296,2022-07-29,Unspecified,51.0,Connacht,Business,True,False,2.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,True,The bank has impressive savings rates that are hard to find elsewhere
25844,2022-11-09,Male,54.0,Leinster,Business,True,False,3.0,5.0,2.0,2.0,3.0,3.0,3.0,1.0,4.0,False,The banks overall poor performance has made me decide to switch soon
58485,2022-05-26,Unspecified,52.0,Connacht,Business,True,False,4.0,3.0,2.0,2.0,4.0,4.0,3.0,4.0,3.0,False,Mortgage rates are too high and services at this bank really need to be improved.
150989,2021-02-02,Female,63.0,Leinster,Business,False,False,1.0,4.0,5.0,4.0,1.0,3.0,5.0,5.0,5.0,True,Good to see that my bank is taking environmental concerns seriously. Overall  pretty happy with my bank.
159235,2021-10-21,Male,42.0,Leinster,Business,True,False,2.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,False,
112582,2022-09-08,Female,34.0,Munster,Business,True,False,5.0,3.0,3.0,4.0,3.0,3.0,1.0,5.0,3.0,True,
379905,2021-04-13,Female,44.0,Leinster,Business-Plus,True,False,4.0,5.0,4.0,4.0,4.0,2.0,4.0,1.0,4.0,True,
68902,2021-09-26,Female,59.0,Munster,Personal,True,False,1.0,4.0,5.0,4.0,1.0,5.0,2.0,5.0,5.0,True,It's good to see that my bank is actively involved in supporting local groups. Okay overall
148335,2021-05-25,Female,60.0,Leinster,Business,True,False,1.0,2.0,5.0,4.0,2.0,2.0,2.0,2.0,5.0,True,happy enough with my bank...
70172,2022-04-23,Male,78.0,Leinster,Business,True,False,4.0,4.0,4.0,4.0,5.0,2.0,5.0,5.0,4.0,True,Ok fees. ..
229192,2021-08-02,Female,23.0,Munster,Personal,True,False,2.0,3.0,2.0,3.0,2.0,4.0,1.0,3.0,3.0,False,Banking fees are too high. Not many financial products for people like met. This is unnacceptable!
60332,2022-02-27,Female,50.0,Leinster,Business,True,False,3.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,False,
266063,2022-04-16,Male,31.0,Ulster,Personal,True,True,2.0,2.0,2.0,1.0,5.0,4.0,5.0,5.0,5.0,False,I'm getting tired of all the unexpected banking fees. The bank's overall poor service has me contemplating switching.
184235,2021-01-07,Male,57.0,Leinster,Business,True,False,4.0,4.0,4.0,3.0,5.0,5.0,2.0,5.0,4.0,True,The bank has competitive mortgage rates that are worth considering
376459,2022-03-01,Female,60.0,Leinster,Business,True,False,3.0,4.0,2.0,3.0,2.0,2.0,4.0,4.0,4.0,True,I guess everything is pretty decent overall..
329777,2021-12-09,Unspecified,36.0,Leinster,Business,True,False,2.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,True,Banking fees are manageable. I'm thoroughly pleased with the banking services -  and I'm a happy customer overall
293005,2021-03-30,Male,63.0,Connacht,Personal,False,False,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,False,Im seriously considering taking my business elsewhere.
373944,2022-10-03,Female,56.0,Munster,Personal,False,True,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,False,Your banking services are limited in scope. I had higher expectations of the service provided...
377266,2022-03-01,Female,44.0,Leinster,Personal,False,False,1.0,1.0,1.0,2.0,2.0,4.0,3.0,2.0,2.0,False,Stop putting up your mortgage rates!!. Not happy. Would not recommend to a friend
99473,2021-02-24,Male,48.0,Ulster,Business,True,False,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,True,Overall - Im resonably satisfied.
128626,2022-06-11,Male,55.0,Leinster,Business,True,False,4.0,3.0,4.0,2.0,5.0,5.0,5.0,5.0,3.0,True,Good savings rates. They mobile application offerd by the bank is of high quality
120103,2022-07-24,Male,56.0,Leinster,Personal,True,True,3.0,2.0,3.0,4.0,5.0,2.0,2.0,1.0,5.0,False,Data privacy is an area where the bank needs to improve. Just unacceptable really
98239,2022-11-11,Unspecified,28.0,Ulster,Personal,True,False,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,False,the bank's web experience is disappointing * i expected a better level of service from my bank and feel let down.
107228,2021-10-26,Female,67.0,Leinster,Business,True,False,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,Generally I'm very pleased
210294,2022-05-21,Male,33.0,Leinster,Personal,True,False,3.0,3.0,3.0,2.0,4.0,2.0,3.0,2.0,3.0,False,I believe the bank has the potential to make a positive impact on the community  if only it tried a bit more. Just unacceptable really.
214514,2022-07-21,Male,53.0,Munster,Business,True,False,1.0,1.0,5.0,4.0,3.0,3.0,3.0,3.0,4.0,True,
369046,2022-12-02,Female,37.0,Connacht,Personal,True,True,4.0,4.0,1.0,2.0,2.0,3.0,5.0,4.0,1.0,False,You need to redesign your mobile app...
158969,2022-05-27,Male,69.0,Leinster,Personal,True,False,2.0,2.0,1.0,5.0,4.0,4.0,4.0,4.0,5.0,True,The banks customer service is exceptional. Im pretty content with the banks service....
188638,2022-05-27,Male,47.0,Leinster,Business,True,False,2.0,1.0,2.0,4.0,3.0,3.0,4.0,5.0,2.0,False,Tho bank ' s customer service is unhelpful. My experience with this bank ' s service has been sooo negative that I wouldn ' t sugges it to anyone. ..
181987,2021-07-07,Female,56.0,Ulster,Personal,True,False,4.0,1.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0,False,Mortage rates are too high. This banks performance is unacceptable....
106496,2021-11-10,Male,45.0,Connacht,Business,True,False,3.0,3.0,3.0,5.0,5.0,3.0,5.0,4.0,1.0,False,---im tired of the banks bad customer service. the mortgage rates are too much of a burden. just unacceptable really---
177476,2022-12-22,Female,32.0,Leinster,Personal,True,True,1.0,1.0,1.0,1.0,2.0,3.0,2.0,4.0,2.0,False,Your fees are too much. I had such a bad experience with your bank's services that I would advise against using it
358788,2021-05-25,Male,48.0,Munster,Business,False,False,3.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,False,
287994,2021-07-28,Male,36.0,Munster,Personal,True,True,2.0,2.0,2.0,2.0,4.0,4.0,2.0,5.0,3.0,False,Your app experience is disappointing. I expected better service from this bank and have been disappointed
199820,2022-05-28,Female,51.0,Connacht,Business,False,True,2.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,3.0,False,
12481,2021-10-09,Male,47.0,Leinster,Business,True,False,3.0,2.0,5.0,5.0,4.0,3.0,4.0,2.0,4.0,True,I appreciate how easy it is to acsess my acconunt online. The bank ' s savings rates are competitive with ohers banks in the industry
338435,2021-12-04,Unspecified,44.0,Leinster,Business,True,False,4.0,4.0,4.0,5.0,2.0,4.0,3.0,3.0,2.0,False,The bank charges are too high.
26651,2021-04-03,Female,52.0,Leinster,Business,True,False,2.0,1.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,True,i like the mobile app. decent stuff overall...
297348,2021-05-21,Male,25.0,Connacht,Business-Plus,True,True,1.0,1.0,1.0,4.0,2.0,1.0,4.0,4.0,5.0,False,
153528,2022-03-04,Male,30.0,Ulster,Personal,True,True,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,False,
235869,2022-08-24,Female,36.0,Munster,Business,True,False,3.0,4.0,3.0,4.0,4.0,4.0,2.0,3.0,2.0,False,Disappointed with the service provided by this bank
293168,2021-04-21,Male,57.0,Connacht,Business,True,False,1.0,1.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,True,no comments.
82111,2022-01-15,Male,60.0,Leinster,Personal,True,False,4.0,4.0,4.0,3.0,4.0,1.0,1.0,1.0,4.0,True,Banks website is quite user freindly. Im quite satisfed overall
58157,2021-11-25,Female,75.0,Munster,Personal,False,True,4.0,3.0,3.0,4.0,1.0,4.0,5.0,2.0,1.0,False,Dont like the mobile aplication. Ill bee switching banks soon due to the poor overall experience
199626,2022-03-23,Male,61.0,Connacht,Personal,True,False,2.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,False,
148931,2022-07-09,Male,56.0,Leinster,Business,True,False,1.0,3.0,5.0,4.0,2.0,4.0,4.0,4.0,4.0,True,This bank offers great services that cater to my needs. Im satisfied with the service provided..
22826,2021-09-26,Male,59.0,Ulster,Business-Plus,True,False,2.0,1.0,3.0,3.0,4.0,5.0,5.0,5.0,3.0,True,Nothing to comment here
285996,2022-04-10,Female,36.0,Leinster,Business,True,False,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,False,---you need to redesign your mobile app---
173706,2022-05-04,Female,70.0,Connacht,Business,True,False,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,False,
224871,2022-07-06,Female,27.0,Leinster,Personal,True,False,3.0,3.0,3.0,5.0,5.0,3.0,1.0,1.0,5.0,False,Not good enough at all!.
123787,2021-04-16,Male,23.0,Connacht,Personal,True,True,2.0,2.0,2.0,4.0,5.0,5.0,4.0,4.0,1.0,False,the fees for opening a new account are To much. serves really need to by improved at this bank..
38640,2021-06-14,Male,58.0,Connacht,Personal,False,True,4.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,2.0,True,Bank branches are really easy to find.
262809,2021-12-21,Female,56.0,Leinster,Personal,True,False,5.0,4.0,5.0,4.0,5.0,2.0,5.0,1.0,4.0,True,no  commentno comment
318827,2021-04-19,Male,40.0,Leinster,Personal,True,True,5.0,5.0,5.0,4.0,3.0,3.0,3.0,4.0,5.0,True,Good customer service. I am quite satisfied.
22749,2022-12-20,Female,50.0,Munster,Personal,True,True,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,False,Banks financial products need to be more diverse. Im not sure ill stay with this bank much longer
36801,2021-11-07,Female,44.0,Munster,Personal,True,False,3.0,3.0,3.0,1.0,1.0,1.0,3.0,4.0,1.0,False,Bank really should contribute more to our community. This is unacceptable and needs to be addressed
78805,2021-06-27,Female,35.0,Leinster,Business,True,False,3.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,True,the bank's mobile app makes banking on-the-go a breeze. extremely happy with my bank.
32253,2022-03-27,Male,45.0,Ulster,Business,True,False,2.0,1.0,5.0,5.0,4.0,1.0,4.0,4.0,5.0,True,Banks services are very good and exceed my expectations. On the whole  youre doing fine..
95045,2021-07-09,Female,60.0,Leinster,Personal,True,False,3.0,4.0,5.0,4.0,2.0,2.0,2.0,2.0,5.0,True,Online banking is conveninent and easy with this bank
63600,2021-09-05,Male,18.0,Leinster,Business,True,False,5.0,5.0,4.0,2.0,2.0,4.0,1.0,5.0,3.0,True,The bank's customer service is one of their best features; The mortgage rates seem to be quite fair; Overall  I'm satisfied with the service you provide;
183297,2022-03-31,Male,51.0,Connacht,Business,True,False,2.0,4.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,False,Thinking of closing my account.
56156,2022-11-17,Female,78.0,Leinster,Personal,False,True,3.0,4.0,1.0,1.0,2.0,4.0,2.0,5.0,2.0,False,The savings rates from you are so low. Serves really needd to be improved at this bank. ..
152400,2021-09-21,Male,75.0,Leinster,Personal,True,True,2.0,2.0,3.0,3.0,1.0,4.0,5.0,4.0,1.0,False,It hard to find ATMs for this bank.
122424,2021-02-27,Female,32.0,Leinster,Business,True,False,5.0,5.0,5.0,1.0,1.0,3.0,5.0,4.0,1.0,True,Compared to other banks  this bank's fees are competitive. I guess everything is ok overall
128750,2021-05-01,Female,32.0,Ulster,Personal,True,True,4.0,4.0,4.0,2.0,3.0,4.0,3.0,1.0,3.0,False,no comments.
252263,2021-01-19,Unspecified,60.0,Leinster,Personal,True,False,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,False,The banks customer services is quite discourteous. Really dont'n satisfied
303873,2021-04-30,Male,46.0,Ulster,Personal,True,False,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,False,
142478,2022-02-14,Female,62.0,Ulster,Personal,True,True,2.0,2.0,4.0,2.0,2.0,3.0,5.0,4.0,3.0,False,ive been charged unexpected fees by this bank. think ill close my account
